Month,Group,Commodity,Unit,Quantity_2025,Rupees_2025,Dollar_2025,Quantity_2024,Rupees_2024,Dollar_2024
2025-09,Miscellaneous Group,RUBBER CRUDE INCL SYNTHRECLAIMED, MT,47532.0,7874.488995,27931.195082748774,47986.8418173,6949.160301,24936.53413099645
2025-09,Miscellaneous Group,RUBBER TYRES TUBES, NO,1290328.0,6328.550122,22444.206711485545,762831.0,4041.231555,14496.712387047271
2025-09,Miscellaneous Group,WOOD CORK, - ,,3057.89747,10845.107399330587,,1682.451789,6036.059899683346
2025-09,Miscellaneous Group,JUTE, MT,1225.31075,295.121629,1046.7280465613867,2031.9532900000004,403.032611,1447.419264992565
2025-09,Miscellaneous Group,PAPER PAPER BOARD MANUFTHEREOF, MT,44552.14976049999,11884.980564,42149.959855806745,43541.88044920001,12051.940621,43248.50296708149
Month,Group,COMMODITY,Unit,,,,,,
2025-04,Food Group,MILKCREAM MILK FOOD FOR INFANTS,  MT,4315.1648700000005,3432.760909,12229.0,1568.995,1480.571157,5323.066
2025-04,Food Group,WHEAT UNMILLED,  MT,0.0,0.0,0.0,86801.0,7385.863695,26554.244
2025-04,Food Group,DRY FRUITS NUTS,  MT,7570.780161500001,1862.582933,6635.0,5365.07,1019.370208,3664.916
2025-04,Food Group,TEA,  MT,20667.644908600003,14350.136837,51120.0,19379.712,14522.744692,52213.302
2025-04,Food Group,SPICES,  MT,16468.7945683,5295.041931,18863.0,16992.002,5216.489315,18754.737
2025-04,Food Group,SOYABEAN OIL,  MT,24347.05648,7997.281043,28489.0,500.0,147.4636,530.173
2025-04,Food Group,PALM OIL,  MT,260907.1420032,83674.468129,298078.0,235093.206,60107.335049,216102.656
2025-04,Food Group,SUGAR,  MT,332.15,98.760375,352.0,205.0,51.530246,185.265
2025-04,Food Group,PULSES LEGUMINOUS VEGETABLES,  MT,143484.3709,26460.756261,94262.0,78063.596,14040.313816,50478.845
2025-04,Food Group,ALL OTHERS FOOD ITEMS,   - ,,63809.542539,227312.0,,42616.328012,153217.656
2025-04,Machinery Group,POWER GENERATING MACHINERY,   - ,,13142.50483,46818.0,,7053.87041,25360.612
2025-04,Machinery Group,OFFICE MACHINE INCLDATA PROC EQUIP,   - ,,17166.326858,61152.0,,8412.398178,30244.834
2025-04,Machinery Group,TEXTILE MACHINERY,   - ,,7545.635915,26880.0,,3948.073188,14194.434
2025-04,Machinery Group,CONSTRUCTION MINING MACHINERY,   - ,,3345.420237,11918.0,,2595.176218,9330.382
2025-04,Machinery Group,ELECTRICAL MACHINERY APPARATUS,   - ,,150198.527601,535059.0,,135141.560637,485871.696
2025-04,Machinery Group,TELE COM,   - ,,48824.549309,173930.0,,58851.808146,211588.698
2025-04,Machinery Group,A MOBILE PHONE,   - ,,35122.490918,125119.0,,44887.81404,161384.239
2025-04,Machinery Group,B OTHER APPARATUS,   - ,,13702.058391,48811.0,,13963.994106,50204.459
2025-04,Machinery Group,AGRICULTURAL MACHINERY IMPLEMENTS,   - ,,1914.848969,6821.0,,2275.322547,8180.443
2025-04,Machinery Group,OTHER MACHINERY,   - ,,61128.186718,217760.0,,33511.837874,120484.395
2025-04,Transport Group,ROAD MOTOR VEH BUILD UNITCKDSKD,   - ,,72295.48528100002,257541.0,,36771.454447,132203.639
2025-04,Transport Group,CBU,   - ,,10884.613142,38775.0,,6267.552188,22533.607
2025-04,Transport Group,ABUSESTRUCKS OTH HEAVY VEHICLES,   - ,,2963.645373,10558.0,,375.731389,1350.884
2025-04,Transport Group,BMOTOR CARS,   - ,,7834.089625,27908.0,,5845.215593,21015.155
2025-04,Transport Group,CMOTOR CYCLES,   - ,,86.878144,309.0,,46.605206,167.568
2025-04,Transport Group,CKDSKD,   - ,,53185.68027700001,189465.0,,25086.105225000003,90191.557
2025-04,Transport Group,ABUSESTRUCKS OTH HEAVY VEHICLES,   - ,,13127.076177,46763.0,,4106.112679,14762.624
2025-04,Transport Group,BMOTOR CARS,   - ,,38687.484636,137818.0,,20091.459454,72234.422
2025-04,Transport Group,CMOTOR CYCLES,   - ,,1371.119464,4884.0,,888.533092,3194.511
2025-04,Transport Group,PARTS ACCESSORIES,   - ,,7445.291584,26523.0,,5055.653241,18176.466
2025-04,Transport Group,OTHERS,   - ,,779.900278,2778.0,,362.143793,1302.009
2025-04,Transport Group,AIRCRAFTS SHIPS AND BOATS,   - ,,4123.121242,14688.0,,7274.750192,26154.759
2025-04,Transport Group,OTHERS TRANSPORT EQUIPMENTS,   - ,,1232.969588,4392.0,,224.131171,805.814
2025-04,Petroleum Group,PETROLEUM PRODUCTS,  MT,913794.872619,139114.447111,495574.0,1019579.0,187277.060704,673313.343
2025-04,Petroleum Group,PETROLEUM CRUDE,  MT,1065942.7729748646,151469.818273,539588.0,911489.0,161732.693007,581474.22
2025-04,Petroleum Group,NATURAL GAS LIQUIFIED,   - ,,66042.900166,235268.0,,95649.391451,343886.286
2025-04,Petroleum Group,PETROLEUM GAS LIQUIFIED,   - ,,23512.482836,83760.0,,21714.881654,78071.062
2025-04,Petroleum Group,OTHERS,   - ,,5.262033,19.0,,2.215948,7.968
2025-04,Textile Group,RAW COTTON,  MT,113615.2911881,56959.678151,202910.0,22031.0,13100.900292,47101.397
2025-04,Textile Group,SYNTHETIC FIBRE,  MT,28114.28676600001,11563.641337,41194.0,24876.175,10406.82119,37415.439
2025-04,Textile Group,SYNTHETIC ARTIFICIAL SILK YARN,  MT,32384.095898500007,15622.311843,55652.0,29674.234,14221.663043,51130.876
2025-04,Textile Group,WORN CLOTHING,  MT,94826.3473349,12322.908261,43898.0,86455.848,10335.22583,37158.035
2025-04,Textile Group,OTHR TEXTILE ITEMS, - ,,27248.20491,97068.0,,14334.611135,51536.959
2025-04,Agricultural And Other Chemicals Group,FERTILIZER MANUFACTURED, MT,22962.35696,4098.680465,14601.0,116341.0,16301.741221,58609.313
2025-04,Agricultural And Other Chemicals Group,INSECTICIDES, MT,4507.574190899999,5300.65457,18883.0,3943.325,4776.310944,17172.172
2025-04,Agricultural And Other Chemicals Group,PLASTIC MATERIALS, MT,185534.879911,64101.092091,228350.0,134135.534,47456.191611,170618.261
2025-04,Agricultural And Other Chemicals Group,MEDICINAL PRODUCTS, MT,2674.0,26058.234436,92828.0,2909.156,22501.899923,80900.636
2025-04,Agricultural And Other Chemicals Group,OTHERS, - ,,122129.431022,435067.0,,108130.642666,388759.873
2025-04,Metal Group,GOLD,KG,14.0,425.417302,1515.0,0.0,0.0,0.0
2025-04,Metal Group,IRON AND STEEL SCRAP, MT,292630.37606760004,42018.424688,149684.0,184166.0,23099.459722,83049.001
2025-04,Metal Group,IRON AND STEEL, MT,414209.1822361999,70922.830033,252652.0,235339.0,53172.456304,191169.826
2025-04,Metal Group,ALUMINIUM WROUGHT WORKED, - ,,5433.900549,19357.0,,3863.86812,13891.683
2025-04,Metal Group,ALL OTHER METALS ARTICALS, - ,,31104.119084,110804.0,,20766.668291,74661.965
2025-04,Miscellaneous Group,RUBBER CRUDE INCL SYNTHRECLAIMED, MT,41350.6412288,7553.322565,26908.0,33851.153,5208.777386,18727.002
2025-04,Miscellaneous Group,RUBBER TYRES TUBES, NO,698793.0,3636.181868,12953.0,498082.0,2853.056067,10257.542
2025-04,Miscellaneous Group,WOOD CORK, - ,,2496.540199,8894.0,,2106.783752,7574.476
2025-04,Miscellaneous Group,JUTE, MT,267.4026,72.332424,258.0,3987.0,732.069016,2631.99
2025-04,Miscellaneous Group,PAPER PAPER BOARD MANUFTHEREOF, MT,46073.74119319999,12950.366662,46134.0,29652.337,7993.38919,28738.448
Month,Group,COMMODITY,Unit,Quantity_2025,Rupees_2025,Dollar_2025,Quantity_2024,Rupees_2024,Dollars_2024
2025-01,Food Group,MILKCREAM MILK FOOD FOR INFANTS,MT,3255,3481,12493,1517,1879,6702
2025-01,Food Group,WHEAT UNMILLED,MT,0,0,0,613146,49434,176348
2025-01,Food Group,DRY FRUITS NUTS,MT,16489,4718,16933,10837,2215,7903
2025-01,Food Group,TEA,MT,20729,14107,50627,21032,15414,54985
2025-01,Food Group,SPICES,MT,22406,6062,21755,15749,5531,19731
2025-01,Food Group,SOYABEAN OIL,MT,36632,11051,39659,8350,2479,8843
2025-01,Food Group,PALM OIL,MT,304844,96059,344737,249617,62595,223296
2025-01,Food Group,SUGAR,MT,328,85,304,442,115,411
2025-01,Food Group,PULSES LEGUMINOUS VEGETABLES,MT,138390,27991,100456,79137,16563,59087
2025-01,Food Group,ALL OTHERS FOOD ITEMS,-,-,60542,217274,-,58027,207003
2025-01,Machinery Group,POWER GENERATING MACHINERY,-,-,16528,59317,-,9909,35347
2025-01,Machinery Group,OFFICE MACHINE INCLDATA PROC EQUIP,-,-,13160,47229,-,11599,41376
2025-01,Machinery Group,TEXTILE MACHINERY,-,-,6189,22213,-,3102,11067
2025-01,Machinery Group,CONSTRUCTION MINING MACHINERY,-,-,3907,14021,-,2485,8866
2025-01,Machinery Group,ELECTRICAL MACHINERY APPARATUS,-,-,86104,309009,-,78517,280098
2025-01,Machinery Group,TELE COM,-,-,54056,193998,-,65193,232568
2025-01,Machinery Group,A MOBILE PHONE,-,-,37652,135127,-,54625,194866
2025-01,Machinery Group,B OTHER APPARATUS,-,-,16404,58871,-,10569,37702
2025-01,Machinery Group,AGRICULTURAL MACHINERY IMPLEMENTS,-,-,4311,15472,-,3356,11973
2025-01,Machinery Group,OTHER MACHINERY,-,-,63099,226449,-,36024,128510
2025-01,Transport Group,ROAD MOTOR VEH BUILD UNITCKDSKD,-,-,55918,200678,-,33086,118028
2025-01,Transport Group,CBU,-,-,11621,41706,-,11073,39500
2025-01,Transport Group,ABUSESTRUCKS OTH HEAVY VEHICLES,-,-,4007,14379,-,2034,7256
2025-01,Transport Group,BMOTOR CARS,-,-,7528,27015,-,9003,32117
2025-01,Transport Group,CMOTOR CYCLES,-,-,87,312,-,36,127
2025-01,Transport Group,CKDSKD,-,-,35724,128208,-,13852,49416
2025-01,Transport Group,ABUSESTRUCKS OTH HEAVY VEHICLES,-,-,12076,43339,-,2639,9415
2025-01,Transport Group,BMOTOR CARS,-,-,22145,79474,-,10188,36345
2025-01,Transport Group,CMOTOR CYCLES,-,-,1503,5395,-,1025,3655
2025-01,Transport Group,PARTS ACCESSORIES,-,-,7711,27674,-,6346,22637
2025-01,Transport Group,OTHERS,-,-,861,3090,-,1815,6475
2025-01,Transport Group,AIRCRAFTS SHIPS AND BOATS,-,-,2599,9327,-,4798,17118
2025-01,Transport Group,OTHERS TRANSPORT EQUIPMENTS,-,-,1125,4037,-,82,293
2025-01,Petroleum Group,PETROLEUM PRODUCTS,MT,905133,144238,517641,715211,119858,427573
2025-01,Petroleum Group,PETROLEUM CRUDE,MT,796191,121365,435555,599072,102735,366492
2025-01,Petroleum Group,NATURAL GAS LIQUIFIED,-,-,87295,313283,-,124784,445148
2025-01,Petroleum Group,PETROLEUM GAS LIQUIFIED,-,-,29498,105863,-,24478,87322
2025-01,Petroleum Group,OTHERS,-,-,8,28,-,1,5
2025-01,Textile Group,RAW COTTON,MT,67671,34554,124009,7085,4602,16417
2025-01,Textile Group,SYNTHETIC FIBRE,MT,39108,15942,57211,26293,12592,44921
2025-01,Textile Group,SYNTHETIC ARTIFICIAL SILK YARN,MT,42960,19048,68361,32946,15332,54696
2025-01,Textile Group,WORN CLOTHING,MT,108077,13717,49226,74415,9248,32992
2025-01,Textile Group,OTHR TEXTILE ITEMS,-,-,34222,122815,-,18593,66328
2025-01,Agricultural And Other Chemicals Group,FERTILIZER MANUFACTURED,MT,30384,5118,18368,394084,50102,178730
2025-01,Agricultural And Other Chemicals Group,INSECTICIDES,MT,2672,4350,15613,2638,4784,17065
2025-01,Agricultural And Other Chemicals Group,PLASTIC MATERIALS,MT,195421,64902,232920,172913,57369,204654
2025-01,Agricultural And Other Chemicals Group,MEDICINAL PRODUCTS,MT,2855,26330,94493,3019,27925,99619
2025-01,Agricultural And Other Chemicals Group,OTHERS,-,-,109860,394265,-,95017,338960
2025-01,Metal Group,GOLD,KG,27,661,2371,19,357,1274
2025-01,Metal Group,IRON AND STEEL SCRAP,MT,213818,25033,89838,225053,27975,99795
2025-01,Metal Group,IRON AND STEEL,MT,334190,60804,218215,217691,43799,156245
2025-01,Metal Group,ALUMINIUM WROUGHT WORKED,-,-,5335,19148,-,5207,18574
2025-01,Metal Group,ALL OTHER METALS ARTICALS,-,-,25621,91949,-,20241,72206
2025-01,Miscellaneous Group,RUBBER CRUDE INCL SYNTHRECLAIMED,MT,55530,7994,28690,40995,5471,19519
2025-01,Miscellaneous Group,RUBBER TYRES TUBES,NO,603482,3548,12731,447308,2663,9500
2025-01,Miscellaneous Group,WOOD CORK,-,-,2636,9461,-,1666,5942
2025-01,Miscellaneous Group,JUTE,MT,2631,602,2162,1589,295,1054
2025-01,Miscellaneous Group,PAPER PAPER BOARD MANUFTHEREOF,MT,42017,11357,40756,36703,10460,37313
Month,Group,COMMODITY,Unit,Quantity_2025,Rupees_2025,Dollar_2025,Quantity_2024,Rupees_2024,Dollars_2024
2025-02,Food Group,MILKCREAM MILK FOOD FOR INFANTS,MT,3394,2796,10011,1375,1714,6138
2025-02,Food Group,WHEAT UNMILLED,MT,0,0,0,778119,63218,226439
2025-02,Food Group,DRY FRUITS NUTS,MT,11797,3332,11929,7626,1570,5622
2025-02,Food Group,TEA,MT,18521,12732,45585,17704,12638,45269
2025-02,Food Group,SPICES,MT,22213,6242,22349,15360,4589,16438
2025-02,Food Group,SOYABEAN OIL,MT,32180,10239,36660,5505,1584,5674
2025-02,Food Group,PALM OIL,MT,323266,102289,366227,224074,55579,199078
2025-02,Food Group,SUGAR,MT,255,75,270,336,103,368
2025-02,Food Group,PULSES LEGUMINOUS VEGETABLES,MT,124147,26766,95831,78386,15619,55945
2025-02,Food Group,ALL OTHERS FOOD ITEMS,-,-,58038,207797,-,49931,178848
2025-02,Machinery Group,POWER GENERATING MACHINERY,-,-,13684,48993,-,6376,22837
2025-02,Machinery Group,OFFICE MACHINE INCLDATA PROC EQUIP,-,-,9658,34577,-,9269,33202
2025-02,Machinery Group,TEXTILE MACHINERY,-,-,5662,20273,-,4094,14663
2025-02,Machinery Group,CONSTRUCTION MINING MACHINERY,-,-,3332,11931,-,2127,7619
2025-02,Machinery Group,ELECTRICAL MACHINERY APPARATUS,-,-,84230,301572,-,74928,268383
2025-02,Machinery Group,TELE COM,-,-,48902,175084,-,53380,191202
2025-02,Machinery Group,A MOBILE PHONE,-,-,37041,132620,-,44918,160890
2025-02,Machinery Group,B OTHER APPARATUS,-,-,11860,42464,-,8462,30311
2025-02,Machinery Group,AGRICULTURAL MACHINERY IMPLEMENTS,-,-,2232,7993,-,1229,4404
2025-02,Machinery Group,OTHER MACHINERY,-,-,48332,173045,-,41035,146985
2025-02,Transport Group,ROAD MOTOR VEH BUILD UNITCKDSKD,-,-,55033,197036,-,32460,116270
2025-02,Transport Group,CBU,-,-,8718,31213,-,7818,28003
2025-02,Transport Group,ABUSESTRUCKS OTH HEAVY VEHICLES,-,-,1622,5807,-,438,1570
2025-02,Transport Group,BMOTOR CARS,-,-,7021,25136,-,7322,26225
2025-02,Transport Group,CMOTOR CYCLES,-,-,75,270,-,58,207
2025-02,Transport Group,CKDSKD,-,-,38912,139319,-,18590,66588
2025-02,Transport Group,ABUSESTRUCKS OTH HEAVY VEHICLES,-,-,11817,42310,-,3434,12299
2025-02,Transport Group,BMOTOR CARS,-,-,26052,93275,-,14137,50638
2025-02,Transport Group,CMOTOR CYCLES,-,-,1043,3734,-,1019,3651
2025-02,Transport Group,PARTS ACCESSORIES,-,-,6739,24126,-,5506,19724
2025-02,Transport Group,OTHERS,-,-,664,2378,-,546,1956
2025-02,Transport Group,AIRCRAFTS SHIPS AND BOATS,-,-,840,3007,-,4601,16481
2025-02,Transport Group,OTHERS TRANSPORT EQUIPMENTS,-,-,673,2411,-,436,1560
2025-02,Petroleum Group,PETROLEUM PRODUCTS,MT,802789,130365,466748,795803,137143,491232
2025-02,Petroleum Group,PETROLEUM CRUDE,MT,794735,123821,443319,575552,104278,373511
2025-02,Petroleum Group,NATURAL GAS LIQUIFIED,-,-,70885,253790,-,88732,317830
2025-02,Petroleum Group,PETROLEUM GAS LIQUIFIED,-,-,23262,83286,-,17697,63390
2025-02,Petroleum Group,OTHERS,-,-,11,41,-,8,30
2025-02,Textile Group,RAW COTTON,MT,60387,31139,111489,5418,3405,12198
2025-02,Textile Group,SYNTHETIC FIBRE,MT,33921,13934,49889,25084,10591,37936
2025-02,Textile Group,SYNTHETIC ARTIFICIAL SILK YARN,MT,38018,16706,59814,27079,12091,43310
2025-02,Textile Group,WORN CLOTHING,MT,85079,10794,38645,68869,8315,29782
2025-02,Textile Group,OTHR TEXTILE ITEMS,-,-,32466,116239,-,17383,62266
2025-02,Agricultural And Other Chemicals Group,FERTILIZER MANUFACTURED,MT,24257,3425,12264,69391,8898,31870
2025-02,Agricultural And Other Chemicals Group,INSECTICIDES,MT,2255,3476,12446,3563,4834,17316
2025-02,Agricultural And Other Chemicals Group,PLASTIC MATERIALS,MT,150782,50262,179953,151614,50718,181666
2025-02,Agricultural And Other Chemicals Group,MEDICINAL PRODUCTS,MT,2125,19450,69638,2491,23132,82858
2025-02,Agricultural And Other Chemicals Group,OTHERS,-,-,99305,355544,-,93713,335672
2025-02,Metal Group,GOLD,KG,43,1134,4060,32,613,2196
2025-02,Metal Group,IRON AND STEEL SCRAP,MT,238403,27469,98349,255256,31906,114284
2025-02,Metal Group,IRON AND STEEL,MT,326859,57883,207239,191481,38409,137578
2025-02,Metal Group,ALUMINIUM WROUGHT WORKED,-,-,3827,13702,-,4836,17323
2025-02,Metal Group,ALL OTHER METALS ARTICALS,-,-,30862,110496,-,24097,86312
2025-02,Miscellaneous Group,RUBBER CRUDE INCL SYNTHRECLAIMED,MT,45038,6048,21655,39707,5525,19790
2025-02,Miscellaneous Group,RUBBER TYRES TUBES,NO,532546,2308,8263,278216,2506,8974
2025-02,Miscellaneous Group,WOOD CORK,-,-,2614,9358,-,1546,5537
2025-02,Miscellaneous Group,JUTE,MT,1942,427,1528,2185,348,1246
2025-02,Miscellaneous Group,PAPER PAPER BOARD MANUFTHEREOF,MT,32771,8940,32008,30496,9142,32745
Month,Group,COMMODITY,Unit,Quantity_2025,Rupees_2025,Dollar_2025,Quantity_2024,Rupees_2024,Dollars_2024
2025-03,Food Group,MILKCREAM MILK FOOD FOR INFANTS,MT,2798,2208,7885,2850,2464,8842
2025-03,Food Group,WHEAT UNMILLED,MT,0,0,0,691136,57192,205206
2025-03,Food Group,DRY FRUITS NUTS,MT,9077,2272,8111,7538,1375,4933
2025-03,Food Group,TEA,MT,23100,16259,58051,22296,16315,58539
2025-03,Food Group,SPICES,MT,18324,5359,19133,15529,4869,17472
2025-03,Food Group,SOYABEAN OIL,MT,43364,13984,49927,10250,2900,10406
2025-03,Food Group,PALM OIL,MT,279811,90168,321931,304307,76343,273922
2025-03,Food Group,SUGAR,MT,145,49,176,193,57,203
2025-03,Food Group,PULSES LEGUMINOUS VEGETABLES,MT,146917,27386,97777,96898,18504,66392
2025-03,Food Group,ALL OTHERS FOOD ITEMS,-,-,48698,173869,-,51073,183250
2025-03,Machinery Group,POWER GENERATING MACHINERY,-,-,12464,44501,-,7827,28082
2025-03,Machinery Group,OFFICE MACHINE INCLDATA PROC EQUIP,-,-,10880,38844,-,9369,33616
2025-03,Machinery Group,TEXTILE MACHINERY,-,-,4451,15891,-,2638,9464
2025-03,Machinery Group,CONSTRUCTION MINING MACHINERY,-,-,3798,13561,-,1623,5824
2025-03,Machinery Group,ELECTRICAL MACHINERY APPARATUS,-,-,93238,332893,-,117042,419949
2025-03,Machinery Group,TELE COM,-,-,53705,191746,-,52662,188952
2025-03,Machinery Group,A MOBILE PHONE,-,-,36776,131304,-,42655,153045
2025-03,Machinery Group,B OTHER APPARATUS,-,-,16929,60442,-,10007,35907
2025-03,Machinery Group,AGRICULTURAL MACHINERY IMPLEMENTS,-,-,2425,8658,-,2261,8114
2025-03,Machinery Group,OTHER MACHINERY,-,-,49289,175978,-,32652,117156
2025-03,Transport Group,ROAD MOTOR VEH BUILD UNITCKDSKD,-,-,59026,210744,-,35645,127894
2025-03,Transport Group,CBU,-,-,8284,29577,-,5988,21487
2025-03,Transport Group,ABUSESTRUCKS OTH HEAVY VEHICLES,-,-,1516,5412,-,366,1314
2025-03,Transport Group,BMOTOR CARS,-,-,6722,23998,-,5580,20022
2025-03,Transport Group,CMOTOR CYCLES,-,-,47,167,-,42,151
2025-03,Transport Group,CKDSKD,-,-,42576,152012,-,22267,79895
2025-03,Transport Group,ABUSESTRUCKS OTH HEAVY VEHICLES,-,-,11812,42174,-,4811,17261
2025-03,Transport Group,BMOTOR CARS,-,-,29408,104996,-,16635,59688
2025-03,Transport Group,CMOTOR CYCLES,-,-,1356,4842,-,821,2946
2025-03,Transport Group,PARTS ACCESSORIES,-,-,7226,25799,-,6609,23713
2025-03,Transport Group,OTHERS,-,-,940,3356,-,780,2799
2025-03,Transport Group,AIRCRAFTS SHIPS AND BOATS,-,-,1,2,-,325,1166
2025-03,Transport Group,OTHERS TRANSPORT EQUIPMENTS,-,-,995,3552,-,238,855
2025-03,Petroleum Group,PETROLEUM PRODUCTS,MT,912354,140104,500222,825934,138527,497037
2025-03,Petroleum Group,PETROLEUM CRUDE,MT,843921,120956,431856,1007768,177060,635297
2025-03,Petroleum Group,NATURAL GAS LIQUIFIED,-,-,63295,225987,-,81647,292952
2025-03,Petroleum Group,PETROLEUM GAS LIQUIFIED,-,-,21402,76414,-,22486,80680
2025-03,Petroleum Group,OTHERS,-,-,14,52,-,11,38
2025-03,Textile Group,RAW COTTON,MT,72241,36388,129920,22263,12995,46626
2025-03,Textile Group,SYNTHETIC FIBRE,MT,40012,16649,59442,26560,11799,42336
2025-03,Textile Group,SYNTHETIC ARTIFICIAL SILK YARN,MT,30674,14377,51331,25281,12076,43328
2025-03,Textile Group,WORN CLOTHING,MT,77142,9969,35594,86006,10275,36866
2025-03,Textile Group,OTHR TEXTILE ITEMS,-,-,26068,93071,-,16369,58732
2025-03,Agricultural And Other Chemicals Group,FERTILIZER MANUFACTURED,MT,46749,8580,30634,48236,7716,27683
2025-03,Agricultural And Other Chemicals Group,INSECTICIDES,MT,2752,3567,12736,2346,4220,15143
2025-03,Agricultural And Other Chemicals Group,PLASTIC MATERIALS,MT,170247,58196,207782,145171,49625,178055
2025-03,Agricultural And Other Chemicals Group,MEDICINAL PRODUCTS,MT,2934,24455,87312,2493,24629,88369
2025-03,Agricultural And Other Chemicals Group,OTHERS,-,-,103879,370886,,92116,330516
2025-03,Metal Group,GOLD,KG,22,615,2194,0,0,0
2025-03,Metal Group,IRON AND STEEL SCRAP,MT,280635,33236,118664,253237,32030,114923
2025-03,Metal Group,IRON AND STEEL,MT,328497,57531,205406,258141,51661,185360
2025-03,Metal Group,ALUMINIUM WROUGHT WORKED,-,-,4747,16947,-,4965,17815
2025-03,Metal Group,ALL OTHER METALS ARTICALS,-,-,25835,92240,-,21920,78650
2025-03,Miscellaneous Group,RUBBER CRUDE INCL SYNTHRECLAIMED,MT,41874,5422,19358,31472,5433,19495
2025-03,Miscellaneous Group,RUBBER TYRES TUBES,NO,504085,3177,11343,356064,2634,9451
2025-03,Miscellaneous Group,WOOD CORK,-,-,2456,8768,-,2139,7676
2025-03,Miscellaneous Group,JUTE,MT,209,50,177,2459,443,1589
2025-03,Miscellaneous Group,PAPER PAPER BOARD MANUFTHEREOF,MT,35597,10051,35885,35632,9285,33315
